,Id,roberta_neg,roberta_neu,roberta_pos,roberta_polarity,Source,Date,Title,Content,Name,Rating,Version,emotion,,,,
2558,2559,0.00489391,0.03996456,0.955141544,1,Food Gang,2020-10-23,,i like this game,Ady Suhartady,5,1.0.3,love,,,,
2559,2560,0.002130568,0.006537814,0.991331577,1,Food Gang,2020-10-23,,Thengame is good and perfect and there is no ads its probably the best game i uploded thank you 😃,Mohamedmagdy Magdy,5,1.0.5,admiration,,,,
2560,2561,0.106914178,0.731312811,0.161772996,1,Food Gang,2020-10-23,,Um ok,William Patrick Daniels,5,,approval,,,,
2561,2562,0.14649871,0.755852282,0.097649015,0,Food Gang,2020-10-23,,Rate it now,Leanne Mooney,5,1.0.5,neutral,,,,
2562,2563,0.820036232,0.165863767,0.014099992,0,Food Gang,2020-10-23,,too many ads,Ahmed Mohmed,1,1.0.5,excitement,,,,
2563,2564,0.280387074,0.527327836,0.192285046,0,Food Gang,2020-10-23,,Nah,Christopher Raymond,3,1.0.3,disapproval,,,,
2564,2565,0.94402045,0.047905818,0.008073756,0,Food Gang,2020-10-23,,Worst game,"25, 8th B, P navya sree",1,,anger,,,,
2565,2566,0.014702494,0.172145844,0.813151658,1,Food Gang,2020-10-22,,Goodgame,Kyal Sin Ya KyalSinYa,5,1.0.5,gratitude,,,,
2566,2567,0.033833228,0.267107487,0.699059308,1,Food Gang,2020-10-22,,Great,dumbest channel on google,4,1.0.5,admiration,,,,
2567,2568,0.061617281,0.392665207,0.545717537,1,Food Gang,2020-10-22,,Super,Chama Dieudonne,3,,admiration,,,,
2568,2569,0.285120487,0.67392087,0.040958636,0,Food Gang,2020-10-22,,לא יוצים לי דברים.,Gil Ben moshe,2,1.0.5,neutral,,,,
2569,2570,0.090991966,0.267631888,0.641376078,1,Food Gang,2020-10-22,,GREAT GAMES! BUT ONE THING THAT I WANT U TO REMOVE FROM THE GAME IS A LOT OF ADS PLEASE FIX IT AND ADD MORE HEROE LIKE ICE CREAM CHOCOLATE APPLE AND MORE AND I WILL GIVE IT 5 STARS! GOOD GAME MEN!,TREAT BEAT,2,1.0.5,admiration,,,,
2570,2571,0.020969687,0.125297531,0.853732824,1,Food Gang,2020-10-22,,Its a realy fun but the maps are very small to play.,Ali Faezian,5,,amusement,,,,
2571,2572,0.029438522,0.119314291,0.851247191,1,Food Gang,2020-10-22,,Very very good game and unique controls but why the game is online???,Poly paul,4,,admiration,,,,
2572,2573,0.235852093,0.642314434,0.121833444,0,Food Gang,2020-10-22,,😅😅😅😅😅?,Yoyo Mohamed,5,,curiosity,,,,
2573,2574,0.003621492,0.025784764,0.97059375,1,Food Gang,2020-10-22,,Good game and very good,Shivashankari karthisan,5,,admiration,,,,
2574,2575,0.200024724,0.644103587,0.155871689,0,Food Gang,2020-10-21,,Awsom,Zeola Smith,5,,neutral,,,,
2575,2576,0.060793415,0.329427898,0.609778702,1,Food Gang,2020-10-21,,Good,Rentedpoll,5,1.0.5,admiration,,,,
2576,2577,0.003902345,0.027555404,0.968542218,1,Food Gang,2020-10-21,,Nice game!!,Brajesh Batham,4,1.0.5,admiration,,,,
2577,2578,0.006817304,0.009520394,0.983662307,1,Food Gang,2020-10-21,,This is the best fighting game ever!! Like where do you get such games? I love this game you must make a Food Gang 2. All the online fighting games are trash. This is the best,Creativeboy,5,,admiration,,,,
2578,2579,0.776784718,0.191272885,0.03194239,0,Food Gang,2020-10-21,,this is bad cuz everytime my wifi reaches B/s its gonna say internet disconnected please make ofline mode so that i will rate it 5 stars,Eva Carnites,1,,annoyance,,,,
2579,2580,0.808640003,0.1730306,0.018329406,0,Food Gang,2020-10-21,,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!?¿?¿????¿¿? ? ?? ? ? ? ? ? ???????¿¿???????????? ?!!!,stuffy kichen,5,,curiosity,,,,
2580,2581,0.001619436,0.011678332,0.986702263,1,Food Gang,2020-10-21,,This is the great fighting game of my whole life,meerab Biswas the gaming kid,5,1.0.5,admiration,,,,
2581,2582,0.002335344,0.040721126,0.956943512,1,Food Gang,2020-10-20,,I played with my brother and it good,Faremi Tobiloba,5,1.0.3,approval,,,,
2582,2583,0.003742722,0.028800836,0.96745646,1,Food Gang,2020-10-20,,Food is awesome guns,Juliann Wallace,5,,admiration,,,,
2583,2584,0.005277504,0.087430716,0.90729183,1,Food Gang,2020-10-20,,AMAZING but it needs to add accounts so progress can be saved and joined from other devices and freinds so you can create a party and play,Hamide Başay,5,1.0.5,admiration,,,,
2584,2585,0.42754671,0.427605659,0.144847572,0,Food Gang,2020-10-20,,Guhd,Li’s Production,5,1.0.5,neutral,,,,
2585,2586,0.849830568,0.133088872,0.01708056,0,Food Gang,2020-10-20,,Bad game,Tejal Lakhani,1,,disappointment,,,,
2586,2587,0.92978543,0.058284216,0.011930428,0,Food Gang,2020-10-20,,Thisnis a great game but the game is soo laggy I can barely get any kills please fix this.,Shadow4Life,3,1.0.5,admiration,,,,
2587,2588,0.011363604,0.527147233,0.461489141,1,Food Gang,2020-10-19,,Hi . Hi . Hi. Hi,Mrinal Roy basunia,5,,neutral,,,,
2588,2589,0.006245151,0.02647171,0.96728313,1,Food Gang,2020-10-19,,"I love this game so much,but can you update it so can add friend",Emmy sulianto,5,1.0.5,love,,,,
2589,2590,0.089282393,0.765806377,0.144911185,1,Food Gang,2020-10-19,,I gave one because wut about updates and adding more foods,Kaleb & Joshua Perosi,1,,neutral,,,,
2590,2591,0.139424831,0.714460075,0.14611508,1,Food Gang,2020-10-19,,To glikc,cod bo,2,1.0.5,neutral,,,,
2591,2592,0.201059759,0.303580552,0.495359629,1,Food Gang,2020-10-19,,this game is so cool I think best but can you fix my problem I cannot choose power like for bro the brocoly I already unlocked power two bro headphones but can't equip this in battles I can't see powerup there please can you fix this,Jyoti Kulkarni,5,1.0.3,caring,,,,
2592,2593,0.08368507,0.504398465,0.411916494,1,Food Gang,2020-10-19,,Boom,useless,1,,neutral,,,,
2593,2594,0.001714202,0.021604333,0.976681471,1,Food Gang,2020-10-19,,l like this game and I hope you can like it,Sohaib Ahmed,5,,love,,,,
2594,2595,0.018081836,0.151841938,0.830076277,1,Food Gang,2020-10-19,,wow 😀😀😀😀😀😀😀😀😀😀😀😀😀,Devisingh Shekhawat,5,1.0.5,surprise,,,,
2595,2596,0.006558001,0.062258486,0.931183577,1,Food Gang,2020-10-19,,Great !!! But its offline tho. GG,Eco Friendly Friends Shop,5,1.0.5,admiration,,,,
2596,2597,0.002727561,0.024163557,0.973108828,1,Food Gang,2020-10-19,,"It is a very good game but the reason of giving 4 star is that I want to play this game by friendly mode and by multiplayer mode . I like this game very much and please insert friendly mode and multiplayer mode and update this game I want new levels , suit , guns and some new things",Kiran Khan,4,1.0.5,admiration,,,,
2597,2598,0.006101367,0.020186163,0.973712504,1,Food Gang,2020-10-19,,Nice game but need some improvement . Otherwise it is best game in only 25 mb. I love this game so much,Narinder Singh,5,,admiration,,,,
2598,2599,0.009881723,0.038583495,0.951534808,1,Food Gang,2020-10-19,,I love Des game because I have to work tomorrow and I will be in many different types,Eson Padalapat,5,1.0.5,love,,,,
2599,2600,0.980334342,0.016466362,0.003199322,0,Food Gang,2020-10-18,,This game suck so much bad game ever,Markjohn Barrameda,1,,disappointment,,,,
2600,2601,0.002576149,0.020504475,0.976919353,1,Food Gang,2020-10-18,,Awesome game wish there was a leaderboards maybe in update And co op would be awesome,Marty Nunez,5,,admiration,,,,
2601,2602,0.982375324,0.015321133,0.002303545,0,Food Gang,2020-10-18,,This game is such a waste of time.first of all you're playing vs robots. The solo quests are almost impossible. Download this game and you'll see how bad this is,Ivaylo Velikov,1,,annoyance,,,,
2602,2603,0.00449937,0.022296451,0.973204136,1,Food Gang,2020-10-18,,it was very fun,hAsAN iS MY nAMe,4,1.0.5,joy,,,,
2603,2604,0.294719279,0.643482625,0.061798073,0,Food Gang,2020-10-18,,please put roblox offline pls,Devin Freddy Medina,3,,neutral,,,,
2604,2605,0.00345023,0.028366838,0.968182921,1,Food Gang,2020-10-18,,I like this game,Dre Moody,5,1.0.3,love,,,,
2605,2606,0.001897849,0.010671107,0.987431049,1,Food Gang,2020-10-18,,i enjoy this game alot!,?,4,1.0.5,joy,,,,
2606,2607,0.924657643,0.0695232,0.005819192,0,Food Gang,2020-10-18,,Plz quit the shooting vibration. Is so weird vibrate,Nihal Prajapati Vlog,2,,annoyance,,,,
2607,2608,0.031105675,0.860285699,0.108608596,1,Food Gang,2020-10-18,,Brawl Food stars gang,UNKNOWN,5,,neutral,,,,
2608,2609,0.009463833,0.094448291,0.896087825,1,Food Gang,2020-10-18,,It is game best game,Bhargavi devalikar,5,1.0.5,admiration,,,,
2609,2610,0.002150104,0.010501141,0.987348795,1,Food Gang,2020-10-17,,This game is good,Aditya Mallick,5,,joy,,,,
2610,2611,0.814689457,0.173968405,0.0113422,0,Food Gang,2020-10-17,,Fake players,East,1,,anger,,,,
2611,2612,0.978682101,0.016370269,0.004947668,0,Food Gang,2020-10-17,,I HATE THE GAME ITS SO HARD AND IM NOT A NOOB OK,mytv acc,1,1.0.5,anger,,,,
2612,2613,0.009472664,0.13314797,0.857379317,1,Food Gang,2020-10-17,,"Give it a update where you can make characters and guns, I like it",Blue'd does stuff,5,1.0.5,love,,,,
2613,2614,0.970504045,0.025652809,0.003843038,0,Food Gang,2020-10-17,,I didnt have fun playing this. It has too many adds.,Leon,1,,amusement,,,,
2614,2615,0.002157911,0.00552888,0.992313206,1,Food Gang,2020-10-17,,Ok i want to say this is the best game that i ever play in my live.love it😃😃😃,Muhammad khairil Ahmad,5,1.0.5,joy,,,,
2615,2616,0.003749065,0.046928514,0.949322462,1,Food Gang,2020-10-17,,i like this food i it some of it so i like the game,joy lee,4,,love,,,,
2616,2617,0.918038607,0.077024437,0.004937005,0,Food Gang,2020-10-17,,Boo it break my phone because the Bug not fix,Geian Carlo,2,,sadness,,,,
2617,2618,0.003742412,0.010439635,0.985817969,1,Food Gang,2020-10-16,,I love this game .,Anwar Hussain,5,,love,,,,
2618,2619,0.549584329,0.311772108,0.138643533,0,Food Gang,2020-10-16,,"Ughhhh!!!! I keep losing if there is a Nori,Haka and Tony,can you nerf them pls.Overall pretty good game.And they're bots.And always have 2 powers I have new fighters and they're not the same level.Hope you fix this.",gamingwith tezla,4,,admiration,,,,
2619,2620,0.585704386,0.269858688,0.144436866,0,Food Gang,2020-10-16,,I love it but the reason i gave only 2 stars is.. YOUR TEAM BATTLES ARE BOTS EVERY TIME I PLAY ONE A SUSHI WOULD KILL ME EVERY TIME I RESPAWN ITS VERY ANNOYING YOU SAY ITS ONLINE I SAY ITS FAKE,Jyrah Galdo,2,1.0.5,love,,,,
2620,2621,0.003396233,0.007612176,0.988991618,1,Food Gang,2020-10-16,,Amazing game i love it,Zaid Gamer,5,1.0.5,excitement,,,,
2621,2622,0.006513452,0.266985863,0.72650063,1,Food Gang,2020-10-16,,I give it 4 stars because they should make online games and new maps also a code so you can join private games with your friends also make a battle passes.,Ryan Quintanilla,4,1.0.5,approval,,,,
2622,2623,0.01893845,0.195578203,0.78548336,1,Food Gang,2020-10-16,,Cool game needs co op connectivity,Kris Nach,5,,desire,,,,
2623,2624,0.607592165,0.26693517,0.12547268,0,Food Gang,2020-10-16,,Game is good and addictive but connection error is frustrating i have great connection but game keeps disconnecting please fix it,Knight Rider,3,1.0.5,annoyance,,,,
2624,2625,0.060793415,0.329427898,0.609778702,1,Food Gang,2020-10-16,,Good,All Gamer,5,1.0.5,admiration,,,,
2625,2626,0.245078519,0.659785092,0.09513633,0,Food Gang,2020-10-16,,FOOdGang,taha kill,5,,neutral,,,,
2626,2627,0.495851547,0.406208903,0.097939529,0,Food Gang,2020-10-16,,Bad,Becky Wills,1,,disgust,,,,
2627,2628,0.79552114,0.171869025,0.032609783,0,Food Gang,2020-10-15,,Trash,billy jr evans,1,,neutral,,,,
2628,2629,0.00462865,0.449372828,0.545998514,1,Food Gang,2020-10-15,,Plzzz add one way to add your friends in a game soo that they can play together,Devraaj Kashyap,5,,approval,,,,
2629,2630,0.736827433,0.251387805,0.011784786,0,Food Gang,2020-10-15,,There are bots not real pleyers,Happy Wood 3,1,,neutral,,,,
2630,2631,0.002598219,0.046021055,0.95138067,1,Food Gang,2020-10-15,,Best game for foodies,Chhanda Ghosh,5,,admiration,,,,
2631,2632,0.001644551,0.006520697,0.99183476,1,Food Gang,2020-10-15,,"This game is fun! The graphics are awesome!,the vegetables and fruits look cool!,and the gameplay is amazing!",ryn64mobile,5,1.0.5,joy,,,,
2632,2633,0.007595273,0.234056488,0.758348227,1,Food Gang,2020-10-14,,Cool,Pikachu 1,5,1.0.5,admiration,,,,
2633,2634,0.005074586,0.075883895,0.919041455,1,Food Gang,2020-10-14,,V.good😀😀😀,Oojas singh,5,,approval,,,,
2634,2635,0.003725393,0.007334934,0.988939703,1,Food Gang,2020-10-14,,I love it absolutly i love it man wow just wow seams boring but must try game i say this try just too good and fine other my top rated game and in my wishlist love it must try no problem absolutly perfect i am just happy no problem have fun,padamdhar dwivedi,5,,love,,,,
2635,2636,0.097504303,0.413822025,0.488673717,1,Food Gang,2020-10-14,,I seriously recomend this game. Also i was expecting tons of diffrent typs of food but theres only fruits and vegtables (not 100% sure but at least 70% is fruits and vegtables.),Sabrina Villeneuve,5,1.0.5,admiration,,,,
2636,2637,0.011035094,0.093988508,0.894976377,1,Food Gang,2020-10-14,,nice game,Ayush Yadav,4,,admiration,,,,
2637,2638,0.005308002,0.064182155,0.930509865,1,Food Gang,2020-10-14,,Fun game,Mohammad Ismail,2,,joy,,,,
2638,2639,0.005081282,0.02847063,0.966448069,1,Food Gang,2020-10-13,,Nice game ever I have been played 👌👌👌👌👌👌👌👌,Prabhas Chary,5,,admiration,,,,
2639,2640,0.186946705,0.74555707,0.067496203,0,Food Gang,2020-10-13,,M}KKKKk oyun efsanee,Emre Deniz,5,,neutral,,,,
2640,2641,0.004361586,0.022577558,0.973060906,1,Food Gang,2020-10-13,,Best game ever,Lana Zaj,5,1.0.5,admiration,,,,
2641,2642,0.002839642,0.222252727,0.774907649,1,Food Gang,2020-10-13,,Please add new feature for friends. So we can play with our friends,Lucas Tan,5,1.0.5,joy,,,,
2642,2643,0.154101864,0.714801431,0.13109675,0,Food Gang,2020-10-13,,Low vid,Sharmin Sultana Limu,4,1.0.5,neutral,,,,
2643,2644,0.00241521,0.029212486,0.968372285,1,Food Gang,2020-10-13,,The game is goood,Ahmed Fathy,4,,disgust,,,,
2644,2645,0.279015064,0.547356248,0.173628718,0,Food Gang,2020-10-13,,Eh,jemy's vlogs,5,1.0.5,neutral,,,,
2645,2646,0.012351789,0.099672318,0.887975931,1,Food Gang,2020-10-13,,"Very good game ,but I gave it 4 stars because it would be better if there was a friends list so you can invite people to play with you when you connect Facebook or Instagram you can play online with your friends",musa hajarat,4,1.0.5,admiration,,,,
2646,2647,0.001966315,0.018654188,0.979379535,1,Food Gang,2020-10-12,,Awesome animated food fighting game u have must try this game one time,ARCHON GaminG,5,,admiration,,,,
2647,2648,0.002579023,0.013332767,0.984088182,1,Food Gang,2020-10-12,,its so fun litterly i think you shoud get it,lyinda hamilton,5,1.0.5,amusement,,,,
2648,2649,0.228061408,0.730883598,0.041055057,0,Food Gang,2020-10-12,,رووووووووووووووعة,Ammar Gamer,5,,neutral,,,,
2649,2650,0.019899931,0.116880924,0.863219142,1,Food Gang,2020-10-12,,"This is a good game! It has good graphics good movement and cool characters, one thing I am confused about tho, is if this is online. The way the players that you fight move make me think they are AI's, they also all do the same thing. Run, jump, backup, forward, and attack. The prices are kinda rip-offs but besides that the games pretty good. But if this is really offline I think you guys should make this online and maybe make more maps and a bigger fighting arena.",PixelBoi57 •,4,1.0.5,admiration,,,,
2650,2651,0.886490524,0.099374041,0.014135498,0,Food Gang,2020-10-12,,It is so glitchy for me,soulier tablets,1,1.0.5,nervousness,,,,
2651,2652,0.001953096,0.011291007,0.986755848,1,Food Gang,2020-10-12,,Soooo fun😊😊😊😊😊😊😊,stuffy trading,5,1.0.5,amusement,,,,
2652,2653,0.001973484,0.009073867,0.988952637,1,Food Gang,2020-10-12,,It's a great game and I like the controls.,Karina Tyson,5,1.0.5,admiration,,,,
2653,2654,0.047806334,0.127633587,0.824560046,1,Food Gang,2020-10-12,,Its good but it kicks me out some time but great game,its brayden YT irons,4,1.0.5,admiration,,,,
2654,2655,0.71964252,0.263332188,0.01702532,0,Food Gang,2020-10-12,,It seems like it's very laggy but idk if it was intentional,Oliwier! Lego!,1,,confusion,,,,
2655,2656,0.982763052,0.013644937,0.003591993,0,Food Gang,2020-10-12,,this game sucks and its so stupid,Aleksander Aslan Baytekin,1,1.0.5,annoyance,,,,
2656,2657,0.002013923,0.006421046,0.991564989,1,Food Gang,2020-10-12,,This game is very nice I even play it any time its so fun,Usman Bashir,5,,joy,,,,
2657,2658,0.159412369,0.777393103,0.063194469,0,Food Gang,2020-10-12,,Ek dam bakavas time pass ke liye bhi nahi,Rajyaguru Jenil,1,,neutral,,,,
2658,2659,0.095086947,0.849316418,0.05559659,0,Food Gang,2020-10-12,,Can you put desserts in,SlenderSandYt,5,1.0.5,curiosity,,,,
2659,2660,0.022623535,0.2115338,0.765842676,1,Food Gang,2020-10-12,,Poli game perfect,Saritha Geogy,5,,neutral,,,,
2660,2661,0.017112993,0.723535836,0.259351224,1,Food Gang,2020-10-12,,Make an option to play with friends,Aljo Antony,5,1.0.5,neutral,,,,
2661,2662,0.060793415,0.329427898,0.609778702,1,Food Gang,2020-10-11,,Good,Piyush Baroliya,3,1.0.5,admiration,,,,
2662,2663,0.504977047,0.464562535,0.030460369,0,Food Gang,2020-10-11,,im not geting that many skins that i use to iv wated cens may for a skin and nothing,valora galloway,3,1.0.5,neutral,,,,
2663,2664,0.004657247,0.053176682,0.94216609,1,Food Gang,2020-10-11,,❤❤❤❤❤❤❤❤,Jame Toote,5,1.0.5,neutral,,,,
2664,2665,0.006774782,0.034151588,0.959073663,1,Food Gang,2020-10-11,,"Awesome recent update! Instead of getting a forced ad once in a while, now it's after EVERY. SINGLE. MATCH. Thanks greedy devs!!!! J / Os",Me Z,1,1.0.5,admiration,,,,
2665,2666,0.025047744,0.092185512,0.882766783,1,Food Gang,2020-10-11,,"This game is very decent but some problems. 1. Ads are everwhere 2. people can camp or just spam constantly 3. People Buy their way to the top but those are cons but heres some pros. 1. Easy to control and get used too 2. Cool and cute artstyle 3. Creative maps and such just overall a good and creative game, i would be cool if you downloaded it but thats just me i see good things coming from this company.",Mario The Stalker,4,1.0.3,admiration,,,,
2666,2667,0.898592174,0.092413522,0.008994264,0,Food Gang,2020-10-11,,Too hard to play without paying weekly subscription. Too many ads.,Myherdem,2,1.0.5,disapproval,,,,
2667,2668,0.003433891,0.04602192,0.950544238,1,Food Gang,2020-10-10,,Ehh is good,Free frighter Fighter,5,,joy,,,,
2668,2669,0.907161236,0.087960452,0.004878274,0,Food Gang,2020-10-10,,The claim prize option is not working for me.,Jai Shah,2,1.0.5,disapproval,,,,
2669,2670,0.703477621,0.26242134,0.034101032,0,Food Gang,2020-10-10,,It is laggy,sharkthebest2580,1,,nervousness,,,,
2670,2671,0.025969952,0.199020758,0.775009334,1,Food Gang,2020-10-10,,best game but need friend list,khalid kotb,5,1.0.5,admiration,,,,
2671,2672,0.26002273,0.396253496,0.343723774,1,Food Gang,2020-10-10,,"Good concept. Very laggy and choppy, and after every match you get an ad PLZ fix this only then will this game be worth playing.",Aryan Parmar,2,,admiration,,,,
2672,2673,0.618192315,0.283056051,0.09875156,0,Food Gang,2020-10-10,,It is a good game but now i cant even play it,fllintt,3,1.0.5,admiration,,,,
2673,2674,0.481789201,0.409530431,0.108680382,0,Food Gang,2020-10-10,,it dum,LEGEND MC,1,,neutral,,,,
2674,2675,0.001947114,0.017687649,0.980365276,1,Food Gang,2020-10-10,,Super cool game👍👌,Anshika Mittal,5,,admiration,,,,
2675,2676,0.060793415,0.329427898,0.609778702,1,Food Gang,2020-10-10,,Good,Samim Akter pramanik,5,1.0.3,admiration,,,,
2676,2677,0.093493782,0.174215734,0.732290506,1,Food Gang,2020-10-10,,"Awesome game, but the only real downside is that it doesnt have offline. It would really be cool if it did!",Daniel Brcina,4,1.0.3,admiration,,,,
2677,2678,0.245819747,0.480806828,0.273373395,1,Food Gang,2020-10-10,,Best game but I'm having trouble getting fighters it's okay I can try,Mark isaiah Paran,5,1.0.3,optimism,,,,
2678,2679,0.217465073,0.566032946,0.216501951,0,Food Gang,2020-10-10,,Légau,Enrike Satos maurisio,5,1.0.3,neutral,,,,
2679,2680,0.865051508,0.118172549,0.016775914,0,Food Gang,2020-10-10,,So bored its an online game,Appu,3,,neutral,,,,
2680,2681,0.968863487,0.027698072,0.003438439,0,Food Gang,2020-10-09,,This is very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very bad game.i played only one game.i'm clicking batle means it is not going to batle,Yella Rao,1,1.0.3,disapproval,,,,
2681,2682,0.066038191,0.354452819,0.57950896,1,Food Gang,2020-10-09,,Nice,Ultimate Gaming,5,,admiration,,,,
2682,2683,0.068004273,0.304559737,0.627435982,1,Food Gang,2020-10-09,,This game fun I like it but I'm not really fan of food gang I'm more in Roblox & Minecraft,Joseph Bonaobra,5,1.0.3,joy,,,,
2683,2684,0.00453512,0.032210909,0.963253975,1,Food Gang,2020-10-09,,Very good game,Anamika Malik,5,,admiration,,,,
2684,2685,0.004379495,0.040503111,0.955117404,1,Food Gang,2020-10-09,,This is a nice game but need to add few more things like custom HUD and a option to play with friends It will make this game more enjoyable....,#KING ZI,4,1.0.3,joy,,,,
2685,2686,0.004969104,0.033376485,0.961654484,1,Food Gang,2020-10-09,,I did t play it but the graphivlcs look good looks like an enjoyable game the ratings see good,akidnamedAj,5,,joy,,,,
2686,2687,0.00200883,0.01195142,0.986039758,1,Food Gang,2020-10-09,,This is great,Homer Simpson,5,1.0.3,admiration,,,,
2687,2688,0.014030785,0.578469813,0.407499433,1,Food Gang,2020-10-09,,:DDD (Very Unique),ShadowSamuraiPlayz,5,1.0.3,neutral,,,,
2688,2689,0.969669044,0.02586887,0.004461979,0,Food Gang,2020-10-09,,It crashes me everytime i open a fridge or i try to open the shop. LITERALLY UNPLAYABLE,very col yuthub naem,1,1.0.3,neutral,,,,
2689,2690,0.133755058,0.435727626,0.430517346,1,Food Gang,2020-10-09,,how wow🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑😲🤑👑👑👑👑👑👑👑👑👑👑👑 I took I feel enough,Linda Woolwine,5,1.0.3,surprise,,,,
2690,2691,0.004912361,0.015120867,0.979966819,1,Food Gang,2020-10-09,,i love food,Sahad Sadia,5,,love,,,,
2691,2692,0.001654893,0.008671013,0.989674091,1,Food Gang,2020-10-09,,Wow this is a very nice and good,Kiran jain Kiran,5,,admiration,,,,
2692,2693,0.004040548,0.143089131,0.852870286,1,Food Gang,2020-10-09,,Best but you can create offline version to enjoyed by more people🎮🎮🎮,Ponnumani A,5,,joy,,,,
2693,2694,0.014421352,0.288843125,0.696735501,1,Food Gang,2020-10-09,,☺☺☺☺☺☺☺😎😎😎😆😆😊😀😁😂😂maniganoodi Ball,Ali Ganoodi,5,1.0.3,curiosity,,,,
2694,2695,0.212599367,0.753715336,0.033685353,0,Food Gang,2020-10-09,,Foo fighters meets food gangters,Justice Riordan,5,1.0.3,neutral,,,,
2695,2696,0.002649187,0.015465829,0.981885016,1,Food Gang,2020-10-09,,"Very good game for the size and everything.?!! Pretty satisfied ,but please add more characters.",Abbas Haider,5,1.0.3,admiration,,,,
2696,2697,0.049514297,0.477638155,0.472847492,1,Food Gang,2020-10-09,,Fix lag if you fix lag then I'm give you 5 star,Akash Suthar,1,1.0.3,approval,,,,
2697,2698,0.495851547,0.406208903,0.097939529,0,Food Gang,2020-10-09,,Bad,Tshidi Masebe,1,1.0.3,disgust,,,,
2698,2699,0.730904877,0.214973807,0.054121267,0,Food Gang,2020-10-09,,This game is best but whenever we enter a match it kicks me out and says check your connection. Please solve the problem.,Reena Gupta,3,1.0.3,approval,,,,
2699,2700,0.001386222,0.00653774,0.992076039,1,Food Gang,2020-10-08,,Im sooooo happy its game im test 7/9/2020😃😃😃😃😃,Bro Aziq,5,,joy,,,,
2700,2701,0.167463079,0.770752549,0.061784338,0,Food Gang,2020-10-08,,game ini memang seronok tembak tembak,Rosmary yulia eavroza Ross mary 46# Yulia evoroza,5,1.0.3,neutral,,,,
2701,2702,0.005237648,0.055644497,0.939117849,1,Food Gang,2020-10-08,,look its amazing but why its online make an offline mode pls🙏🙏👍,mad king,4,1.0.3,admiration,,,,
2702,2703,0.019008089,0.042588852,0.93840301,1,Food Gang,2020-10-08,,the game is REALLY REALLY good!!! issa 10 fs but my game is always really laggy.. i have an Android moto g 3 i think.. could you make it run better on my phone? also.. idk if its just the lag.. but BUDS shots are really hard to hit.. but other than that.. Amazing game!🥰⛓️,Josh Spear,5,,admiration,,,,
2703,2704,0.011906676,0.108889453,0.879203856,1,Food Gang,2020-10-08,,Nice game,Asif Abbasi,5,1.0.3,admiration,,,,
2704,2705,0.052072253,0.355339736,0.592588007,1,Food Gang,2020-10-08,,Love,Odetta Benjamin,3,,love,,,,
2705,2706,0.002838876,0.096566908,0.900594175,1,Food Gang,2020-10-08,,"Thanks For Your comment good we will tried to do free 1 giant fridge and free King,Nori Pls Rate 5 Stars We Will Do You Gives 5 Stars",Justin Bieber Fan,5,1.0.3,gratitude,,,,
2706,2707,0.132998154,0.761662781,0.105339088,0,Food Gang,2020-10-08,,HHAAVVEENN22001111,Danielle Young,5,1.0.3,neutral,,,,
2707,2708,0.388115823,0.524690926,0.08719328,0,Food Gang,2020-10-08,,Lag out,Joshua Fong,1,,neutral,,,,
2708,2709,0.001737717,0.06801337,0.930248916,1,Food Gang,2020-10-08,,Foood is my live uwu📺📺📺📺📺,Mateen 703,5,,neutral,,,,
2709,2710,0.110527046,0.777591825,0.111881107,1,Food Gang,2020-10-08,,Op food gang,Subho Ghosh,4,1.0.3,neutral,,,,
2710,2711,0.001476056,0.011338131,0.987185776,1,Food Gang,2020-10-08,,It's great 😊😍😄😄😄😄😄😄😄,Carlosgames,5,1.0.3,admiration,,,,
2711,2712,0.858952403,0.107971385,0.033076268,0,Food Gang,2020-10-08,,This game is better than brawl stars and I delete this because its so boring,Samy Aninias,2,,disappointment,,,,
2712,2713,0.332542002,0.580788672,0.086669363,0,Food Gang,2020-10-07,,so lag,Roselyn Cordel,3,,neutral,,,,
2713,2714,0.320931286,0.382789195,0.29627949,0,Food Gang,2020-10-07,,Like the game . But I think that the controls can be a little better . Although the game is great . When you tap the shot button it vibrates so.. I didn't like it . The game is good though,Aditi Pandit,4,,disapproval,,,,
2714,2715,0.681424499,0.250113487,0.068462044,0,Food Gang,2020-10-07,,I like this game but my wifi is not good,Nazmin Nasal,4,,love,,,,
2715,2716,0.541614711,0.290012807,0.168372542,0,Food Gang,2020-10-07,,"Brilliant game. Absolutely loved it. But it has a major flaw. No matter how good your net is, you are thrown out in middle of the game. Please fix it. It is stopping a 5 star",Deep Mitra,4,1.0.3,admiration,,,,
2716,2717,0.011047095,0.070937678,0.918015182,1,Food Gang,2020-10-07,,Awesome game but can you add more characters pls,Crisotomo Dela Cruz,4,1.0.3,admiration,,,,
2717,2718,0.081124976,0.63403666,0.284838349,1,Food Gang,2020-10-06,,Well op,Veena Prajapati,5,,neutral,,,,
2718,2719,0.003300159,0.016634835,0.980065048,1,Food Gang,2020-10-06,,I love this game bit plz add some more fighters plz.And more maps 😸,Aarav Rao,5,1.0.3,love,,,,
